Dataset,Total_Features,GA_Features,GA_Test_Accuracy,GA_F1_Score,GA_Precision,GA_Recall
IIITDMJ_Smoke_augmented,1024,228,0.9053654414871145,0.9051222719867014,0.9056270364565252,0.9053654414871145
